GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A087QXC5	AS27_10776	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P61812	9233	AgBase		P
UniProtKB	A0A087RK12	AS27_15411	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q90999	9233	AgBase		P
UniProtKB	A0A087V5Z8	N312_01959	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P61812	100784	AgBase		P
UniProtKB	A0A087V5Z8	N312_01959	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P61812	100784	AgBase		P
UniProtKB	A0A087VDQ2	N312_06005	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q90999	100784	AgBase		P
UniProtKB	A0A087VEP4	N312_01594	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q90998	100784	AgBase		P
UniProtKB	A0A087VEP4	N312_01594	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q90998	100784	AgBase		P
UniProtKB	A0A087VIJ5	N312_05999	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	100784	AgBase		P
UniProtKB	A0A087VIJ5	N312_05999	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	100784	AgBase		P
UniProtKB	A0A087X7W9	A0A087X7W9	involved_in	GO:0014036	neural crest cell fate specification	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2CG09|ensembl:ENSDARP00000014581	48698	Ensembl		P
UniProtKB	A0A087XAB4	A0A087XAB4	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6DRP3|ensembl:ENSDARP00000138373	48698	Ensembl		P
UniProtKB	A0A087XEZ1	A0A087XEZ1	involved_in	GO:0014036	neural crest cell fate specification	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1R159|ensembl:ENSDARP00000104665	48698	Ensembl		P
UniProtKB	A0A087XG53	A0A087XG53	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1R6J7|ensembl:ENSDARP00000084452	48698	Ensembl		P
UniProtKB	A0A087XPY8	A0A087XPY8	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1R5S1|ensembl:ENSDARP00000010252	48698	Ensembl		P
UniProtKB	A0A087XXS7	A0A087XXS7	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B8JKD7|ensembl:ENSDARP00000100185	48698	Ensembl		P
UniProtKB	A0A087XYE8	A0A087XYE8	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1QKB6|ensembl:ENSDARP00000089128	48698	Ensembl		P
UniProtKB	A0A087Y0M1	A0A087Y0M1	involved_in	GO:0003347	epicardial cell to mesenchymal cell transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A0R4IVY5|ensembl:ENSDARP00000141411	48698	Ensembl		P
UniProtKB	A0A087Y3X0	A0A087Y3X0	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DDG2|ensembl:ENSDARP00000018513	48698	Ensembl		P
UniProtKB	A0A087YCK4	A0A087YCK4	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q90274|ensembl:ENSDARP00000111412	48698	Ensembl		P
UniProtKB	A0A087YDB1	A0A087YDB1	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1Q6Z5|ensembl:ENSDARP00000067292	48698	Ensembl		P
UniProtKB	A0A087YDB1	A0A087YDB1	involved_in	GO:0014036	neural crest cell fate specification	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1Q6Z5|ensembl:ENSDARP00000067292	48698	Ensembl		P
UniProtKB	A0A087YDQ2	A0A087YDQ2	involved_in	GO:0014036	neural crest cell fate specification	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5PQZ4|ensembl:ENSDARP00000123798	48698	Ensembl		P
UniProtKB	A0A087YEC2	A0A087YEC2	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A286Y942|ensembl:ENSDARP00000143681	48698	Ensembl		P
UniProtKB	A0A087YIW8	A0A087YIW8	involved_in	GO:0060809	mesodermal to mesenchymal transition involved in gastrulation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:B8JL25|ensembl:ENSDARP00000003051	48698	Ensembl		P
UniProtKB	A0A087YKG1	A0A087YKG1	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A0R4IDS8|ensembl:ENSDARP00000133233	48698	Ensembl		P
UniProtKB	A0A091D3W2	H920_13727	involved_in	GO:0003199	endocardial cushion to mesenchymal transition involved in heart valve formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P52793|ensembl:ENSMUSP00000029566	885580	Ensembl		P
UniProtKB	A0A091DJW5	H920_07943	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97469|ensembl:ENSMUSP00000023356	885580	Ensembl		P
UniProtKB	A0A091DJW5	H920_07943	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O43623|ensembl:ENSP00000020945	885580	Ensembl		P
UniProtKB	A0A091DJW5	H920_07943	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97469|ensembl:ENSMUSP00000023356	885580	Ensembl		P
UniProtKB	A0A091DNU5	H920_04793	involved_in	GO:0014034	neural crest cell fate commitment	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22387|ensembl:ENSMUSP00000021796	885580	Ensembl		P
UniProtKB	A0A091DQ95	H920_13582	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O75581|ensembl:ENSP00000261349	885580	Ensembl		P
UniProtKB	A0A091DUT0	H920_02736	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02085|ensembl:ENSMUSP00000050581	885580	Ensembl		P
UniProtKB	A0A091DUT0	H920_02736	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95863|ensembl:ENSP00000244050	885580	Ensembl		P
UniProtKB	A0A091DUT0	H920_02736	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02085|ensembl:ENSMUSP00000050581	885580	Ensembl		P
UniProtKB	A0A091DV05	H920_04436	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q03358|ensembl:ENSMUSP00000021922	885580	Ensembl		P
UniProtKB	A0A091DV63	H920_03689	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQG9|ensembl:ENSMUSP00000090464	885580	Ensembl		P
UniProtKB	A0A091EB63	H920_06072	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	885580	Ensembl		P
UniProtKB	A0A091EB63	H920_06072	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	885580	Ensembl		P
UniProtKB	A0A091ERK7	H920_00179	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48615|ensembl:ENSMUSP00000064333	885580	Ensembl		P
UniProtKB	A0A091GJF4	N303_06190	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9IAK4	55661	AgBase		P
UniProtKB	A0A091GT71	N320_06739	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	175836	AgBase		P
UniProtKB	A0A091GT71	N320_06739	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	175836	AgBase		P
UniProtKB	A0A091GTF8	N303_12259	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	55661	AgBase		P
UniProtKB	A0A091GTF8	N303_12259	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	55661	AgBase		P
UniProtKB	A0A091HX08	N300_06275	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	9244	AgBase		P
UniProtKB	A0A091HX08	N300_06275	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	9244	AgBase		P
UniProtKB	A0A091I831	N300_08792	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9IAK4	9244	AgBase		P
UniProtKB	A0A091JF58	Z169_03208	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	188379	AgBase		P
UniProtKB	A0A091JF58	Z169_03208	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	188379	AgBase		P
UniProtKB	A0A091LTQ0	N322_04326	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	54380	AgBase		P
UniProtKB	A0A091LTQ0	N322_04326	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	54380	AgBase		P
UniProtKB	A0A091MFS3	N310_06465	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	57068	AgBase		P
UniProtKB	A0A091MFS3	N310_06465	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	57068	AgBase		P
UniProtKB	A0A091PFA2	N311_07338	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	57397	AgBase		P
UniProtKB	A0A091PFA2	N311_07338	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	57397	AgBase		P
UniProtKB	A0A091Q4B1	N330_04056	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	188344	AgBase		P
UniProtKB	A0A091Q4B1	N330_04056	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	188344	AgBase		P
UniProtKB	A0A091QW95	N331_06960	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	57421	AgBase		P
UniProtKB	A0A091QW95	N331_06960	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	57421	AgBase		P
UniProtKB	A0A091RRY5	N332_12110	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	54374	AgBase		P
UniProtKB	A0A091RRY5	N332_12110	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	54374	AgBase		P
UniProtKB	A0A091SLD9	N333_07289	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	176057	AgBase		P
UniProtKB	A0A091SLD9	N333_07289	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	176057	AgBase		P
UniProtKB	A0A091SQD9	N334_08033	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	36300	AgBase		P
UniProtKB	A0A091SQD9	N334_08033	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	36300	AgBase		P
UniProtKB	A0A091UHL6	N337_08881	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	9218	AgBase		P
UniProtKB	A0A091UHL6	N337_08881	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	9218	AgBase		P
UniProtKB	A0A093CKQ9	N340_07351	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	121530	AgBase		P
UniProtKB	A0A093CKQ9	N340_07351	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	121530	AgBase		P
UniProtKB	A0A093H4D7	N308_09591	involved_in	GO:0090500	endocardial cushion to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70312|ensembl:ENSMUSP00000062212	441894	Ensembl		P
UniProtKB	A0A093H6T4	N308_02472	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61812|ensembl:ENSP00000355897	441894	Ensembl		P
UniProtKB	A0A093H6T4	N308_02472	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61812|ensembl:ENSP00000355897	441894	Ensembl		P
UniProtKB	A0A093HMS9	N308_05810	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	441894	AgBase		P
UniProtKB	A0A093HMS9	N308_05810	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	441894	AgBase		P
UniProtKB	A0A093HWT4	N308_10337	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQG9|ensembl:ENSMUSP00000090464	441894	Ensembl		P
UniProtKB	A0A093I5P4	N307_10277	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	118200	AgBase		P
UniProtKB	A0A093I5P4	N307_10277	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	118200	AgBase		P
UniProtKB	A0A093IDV1	N327_13803	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	30455	AgBase		P
UniProtKB	A0A093IDV1	N327_13803	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	30455	AgBase		P
UniProtKB	A0A093IST7	N326_04568	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	54383	AgBase		P
UniProtKB	A0A093IST7	N326_04568	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	54383	AgBase		P
UniProtKB	A0A093KER7	N308_06524	involved_in	GO:0014034	neural crest cell fate commitment	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61614|ensembl:ENSMUSP00000034029	441894	Ensembl		P
UniProtKB	A0A093P9L3	AS28_01328	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	9238	AgBase		P
UniProtKB	A0A093P9L3	AS28_01328	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	9238	AgBase		P
UniProtKB	A0A093PDX9	N305_02512	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	328815	AgBase		P
UniProtKB	A0A093PDX9	N305_02512	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	328815	AgBase		P
UniProtKB	A0A093PFI7	N305_10917	involved_in	GO:0014034	neural crest cell fate commitment	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61614|ensembl:ENSMUSP00000034029	328815	Ensembl		P
UniProtKB	A0A093PLS2	N305_10058	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61812|ensembl:ENSP00000355896	328815	Ensembl		P
UniProtKB	A0A093PLS2	N305_10058	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61812|ensembl:ENSP00000355896	328815	Ensembl		P
UniProtKB	A0A093PXV0	N305_13287	involved_in	GO:0090500	endocardial cushion to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70312|ensembl:ENSMUSP00000062212	328815	Ensembl		P
UniProtKB	A0A093Q264	N305_11393	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQG9|ensembl:ENSMUSP00000090464	328815	Ensembl		P
UniProtKB	A0A094LH56	N338_06196	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	345573	AgBase		P
UniProtKB	A0A094LH56	N338_06196	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	345573	AgBase		P
UniProtKB	A0A094MXT1	N321_05698	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F1P0K1	279965	AgBase		P
UniProtKB	A0A094MXT1	N321_05698	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q07718	279965	AgBase		P
UniProtKB	A0A096M493	A0A096M493	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A286YBL8|ensembl:ENSDARP00000144576	48698	Ensembl		P
UniProtKB	A0A096MIX2	Ddx17	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q92841	10116	RGD		P
UniProtKB	A0A096MIX2	Ddx17	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q92841|ensembl:ENSP00000385536	10116	Ensembl		P
UniProtKB	A0A096MQZ8	NOG	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97466|ensembl:ENSMUSP00000061427	9555	Ensembl		P
UniProtKB	A0A096MT31	FGFR1	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P11362|ensembl:ENSP00000400162	9555	Ensembl		P
UniProtKB	A0A096MUY0	WNT4	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56705|ensembl:ENSP00000290167	9555	Ensembl		P
UniProtKB	A0A096MVB4	LOXL3	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P58215|ensembl:ENSP00000264094	9555	Ensembl		P
UniProtKB	A0A096MY44	TGFB2	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61812|ensembl:ENSP00000355897	9555	Ensembl		P
UniProtKB	A0A096MY44	TGFB2	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61812|ensembl:ENSP00000355897	9555	Ensembl		P
UniProtKB	A0A096MZ93	WNT5A	involved_in	GO:0060809	mesodermal to mesenchymal transition involved in gastrulation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22725|ensembl:ENSMUSP00000064878	9555	Ensembl		P
UniProtKB	A0A096MZ93	WNT5A	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41221|ensembl:ENSP00000264634	9555	Ensembl		P
UniProtKB	A0A096MZX5	SNAI2	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O43623|ensembl:ENSP00000020945	9555	Ensembl		P
UniProtKB	A0A096N0R3	RTN4	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99P72|ensembl:ENSMUSP00000099907	9555	Ensembl		P
UniProtKB	A0A096N1K5	HEYL	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	9555	Ensembl		P
UniProtKB	A0A096N1K5	HEYL	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9DBX7|ensembl:ENSMUSP00000040576	9555	Ensembl		P
UniProtKB	A0A096N2U8	SMAD4	involved_in	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97471|ensembl:ENSMUSP00000025393	9555	Ensembl		P
UniProtKB	A0A096N2V4	A0A096N2V4	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Y4K0|ensembl:ENSP00000373783	9555	Ensembl		P
UniProtKB	A0A096N3G4	WNT11	involved_in	GO:0001837	epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48615|ensembl:ENSMUSP00000064333	9555	Ensembl		P
UniProtKB	A0A096N517	LRP6	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O75581|ensembl:ENSP00000261349	9555	Ensembl		P
UniProtKB	A0A096N804	WNT16	involved_in	GO:0060317	cardiac epithelial to mesenchymal transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QYS1|ensembl:ENSMUSP00000031681	9555	Ensembl		P
UniProtKB	A0A096N996	EFNA1	involved_in	GO:0003199	endocardial cushion to mesenchymal transition involved in heart valve formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P52793|ensembl:ENSMUSP00000029566	9555	Ensembl		P
UniProtKB	A0A096NDA8	KBTBD8	involved_in	GO:0014029	neural crest formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8NFY9|ensembl:ENSP00000401878	9555	Ensembl		P
